Laptop Name,Link
"ASUS VivoBook S14 S433
Processor
Intel Core i7-1165G7
Internal memory
8GB RAM
Video card
Intel Iris Xe Graphics G7 (96EU)
Display
14.0”, Full HD (1920 x 1080), IPS
Solid-state drive
512GB SSD
₹96990-20%
₹7799000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/asus-vivobook-s14-s433-41/
"Lenovo Thinkpad X1 Carbon 7
Processor
Intel Core i7-10510U
Internal memory
16GB RAM
Video card
Intel UHD Graphics
Display
14.0”, WQHD (2560 x 1440), IPS
Solid-state drive
512GB SSD
₹255900-16%
₹21690000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/lenovo-thinkpad-x1-carbon-7-274/
"Dell G3 3500
Processor
Intel Core i7-10750H
Internal memory
8GB RAM
Video card
NVIDIA GeForce GTX 1650 (Laptop)
Display
15.6”, Full HD (1920 x 1080), 120 Hz, IPS
Solid-state drive
512GB SSD
₹93971-12%
₹8299000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/dell-g3-3500-118/
"Lenovo IdeaPad S145 15
Processor
Intel Core i3-1005G1
Internal memory
4GB RAM
Video card
Intel UHD Graphics G1
Display
15.6”, Full HD (1920 x 1080), TN
Hard drive
1000GB HDD
₹39390-9%
₹3599000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/lenovo-ideapad-s145-15-1037/
"Dell Inspiron 5410 2-in-1
Processor
Intel Core i5-1135G7
Internal memory
16GB RAM
Video card
NVIDIA GeForce MX350
Display
14.0”, Full HD (1920 x 1080), IPS
Solid-state drive
512GB SSD
₹84990-2%
₹8350000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/dell-inspiron-5410-2-in-1-173/
"Dell Inspiron 3505
Processor
AMD Ryzen 5 3450U
Internal memory
8GB RAM
Video card
AMD Radeon RX Vega 8 (R2000/3000, 15W)
Display
15.6”, Full HD (1920 x 1080), IPS
Solid-state drive
256GB SSD
₹49613-14%
₹4299000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/dell-inspiron-3505-630/
"Dell Inspiron 5410 2-in-1
Processor
Intel Core i5-1135G7
Internal memory
8GB RAM
Video card
NVIDIA GeForce MX350
Display
14.0”, Full HD (1920 x 1080), IPS
Solid-state drive
512GB SSD
₹6369400
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/dell-inspiron-5410-2-in-1-5/
"Lenovo IdeaPad 5 15
Processor
Intel Core i5-1135G7
Internal memory
16GB RAM
Video card
NVIDIA GeForce MX450 (GDDR6, 25W / 28.5W)
Display
15.6”, Full HD (1920 x 1080), IPS
Solid-state drive
512GB SSD
₹103233-29%
₹7430000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/lenovo-ideapad-5-15-206/
"Microsoft Surface Laptop 3
Processor
AMD Ryzen 5 3580U
Internal memory
8GB RAM
Video card
AMD Radeon Vega 9
Display
15”, (2496 x 1664), IPS
Solid-state drive
128GB SSD
₹124999-21%
₹9999000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/microsoft-surface-laptop-3-81/
"HP 15
Processor
AMD Ryzen 5 4500U
Internal memory
8GB RAM
Video card
AMD Radeon RX Vega 6 (R4000/5000, 15W)
Display
15.6”, HD (1366 x 768), TN
Solid-state drive
256GB SSD
₹49120-7%
₹4599000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/hp-15-9313/
